Depdelay,Airline,Origin,Deptime,Airtime,Distance,Carrier,Weather,Lateaircraft
0,NK,NJ,7,119,937,0,0,0
0,NK,NJ,7,126,937,0,0,0
0,NK,NJ,7,121,937,0,0,0
1,NK,NJ,7,122,937,1,0,1
1,NK,NJ,7,128,937,0,0,0
0,NK,NJ,7,135,937,0,0,0
1,NK,NJ,7,129,937,0,0,0
0,NK,NJ,7,128,937,0,0,0
1,NK,NJ,7,132,937,1,0,0
0,NK,NJ,7,145,937,0,0,0
1,NK,NJ,8,153,937,1,0,0
0,NK,NJ,7,127,937,0,0,0
0,NK,NJ,7,128,937,0,0,0
1,NK,NJ,7,125,937,0,0,0
0,NK,NJ,7,145,937,0,0,0
0,NK,NJ,7,130,937,0,0,0
0,NK,NJ,10,118,937,0,0,0
0,NK,NJ,10,120,937,0,0,0
0,NK,NJ,10,121,937,0,0,0
1,NK,NJ,10,122,937,1,0,0
0,NK,NJ,10,118,937,0,0,0
0,NK,NJ,10,125,937,0,0,0
0,NK,NJ,10,129,937,0,0,0
0,NK,NJ,10,120,937,0,0,0
0,NK,NJ,10,126,937,0,0,0
0,NK,NJ,10,123,937,0,0,0
1,NK,NJ,11,124,937,1,0,1
0,NK,NJ,10,117,937,0,0,0
0,NK,NJ,10,119,937,0,0,0
0,NK,NJ,10,121,937,0,0,0
1,NK,NJ,13,124,937,0,1,0
0,NK,NJ,10,122,937,0,0,0
0,NK,NJ,10,122,937,0,0,0
0,NK,NJ,10,132,937,0,0,0
1,NK,NJ,11,143,937,0,0,0
1,NK,NJ,12,145,937,0,0,0
0,NK,NJ,10,128,937,0,0,0
0,NK,NJ,10,137,937,0,0,0
0,NK,NJ,10,141,937,0,0,0
0,NK,NJ,10,131,937,0,0,0
0,NK,NJ,10,144,937,0,0,0
0,NK,NJ,10,131,937,0,0,0
1,NK,NJ,10,126,937,0,0,0
0,NK,NJ,10,132,937,0,0,0
0,NK,NJ,10,127,937,0,0,0
0,NK,NJ,10,157,937,0,0,0
0,NK,NJ,10,131,937,0,0,0
1,NK,MA,20,94,738,0,0,1
0,NK,MA,19,97,738,0,0,0
1,NK,MA,0,100,738,0,0,0
0,NK,MA,19,108,738,0,0,0
0,NK,MA,19,102,738,0,0,0
0,NK,MA,19,100,738,0,0,0
0,NK,MA,19,95,738,0,0,0
0,NK,MA,19,100,738,0,0,0
1,NK,MA,22,98,738,0,0,0
1,NK,MA,19,110,738,0,0,0
1,NK,MA,20,97,738,0,0,0
0,NK,MA,19,104,738,0,0,0
1,NK,MA,22,103,738,1,0,0
1,NK,MA,20,105,738,0,0,0
0,NK,MA,19,107,738,0,0,0
1,NK,MA,22,105,738,0,0,0
1,NK,NJ,19,119,937,0,0,0
0,NK,NJ,18,120,937,0,0,0
1,NK,NJ,23,113,937,0,0,0
1,NK,NJ,19,118,937,0,0,0
1,NK,NJ,19,143,937,0,0,0
1,NK,NJ,21,138,937,0,0,0
1,NK,NJ,19,120,937,0,0,1
0,NK,NJ,18,121,937,0,0,0
0,NK,NJ,18,121,937,0,0,0
0,NK,NJ,18,122,937,0,0,0
0,NK,NJ,18,121,937,0,0,0
0,NK,NJ,18,121,937,0,0,0
1,NK,NJ,19,112,937,1,0,0
0,NK,NJ,18,119,937,0,0,0
1,NK,NJ,20,118,937,0,0,0
0,NK,NJ,18,122,937,0,0,0
0,NK,NJ,18,123,937,0,0,0
1,NK,NJ,19,123,937,0,0,0
1,NK,NJ,19,137,937,0,0,0
1,NK,NJ,18,129,937,0,0,0
1,NK,NJ,20,216,937,0,1,0
1,NK,NJ,20,129,937,0,0,0
1,NK,NJ,19,128,937,1,0,0
1,NK,NJ,19,122,937,1,0,0
1,NK,NJ,20,122,937,0,1,0
0,NK,NJ,18,121,937,0,0,0
0,NK,NJ,18,153,937,0,0,0
1,NK,NJ,19,122,937,0,0,0
0,NK,NJ,18,125,937,0,0,0
0,NK,NJ,9,77,550,0,0,0
0,NK,NJ,9,75,550,0,0,0
1,NK,NJ,9,84,550,0,0,0
0,NK,NJ,9,79,550,0,0,0
0,NK,NJ,9,77,550,0,0,0
0,NK,NJ,9,79,550,0,0,0
1,NK,NJ,10,74,550,0,0,0
0,NK,NJ,9,74,550,0,0,0
0,NK,NJ,9,73,550,0,0,0
0,NK,NJ,9,85,550,0,0,0
0,NK,NJ,9,81,550,0,0,0
1,NK,NJ,9,87,550,0,0,1
0,NK,NJ,9,93,550,0,0,0
0,NK,NJ,9,78,550,0,0,0
1,NK,NJ,9,92,550,0,0,0
0,NK,NJ,9,77,550,0,0,0
0,NK,NJ,9,108,550,0,0,0
0,NK,IL,9,239,1836,0,0,0
1,NK,IL,10,232,1836,1,0,0
0,NK,IL,9,241,1836,0,0,0
1,NK,IL,9,231,1836,0,0,0
0,NK,IL,9,239,1836,0,0,0
0,NK,IL,9,233,1836,0,0,0
1,NK,IL,10,224,1836,0,0,0
1,NK,IL,9,226,1836,0,0,0
1,NK,IL,9,221,1836,0,0,0
1,NK,IL,9,226,1836,0,0,0
1,NK,IL,9,221,1836,0,0,0
0,NK,IL,9,222,1836,0,0,0
1,NK,IL,9,232,1836,0,0,0
0,NK,IL,9,233,1836,0,0,0
0,NK,IL,9,226,1836,0,0,0
0,NK,IL,9,237,1836,0,0,0
0,NK,IL,9,244,1836,0,0,0
0,NK,IL,9,239,1836,0,0,0
0,NK,IL,9,246,1836,0,0,0
1,NK,IL,10,239,1836,0,0,0
0,NK,IL,9,236,1836,0,0,0
1,NK,IL,9,233,1836,0,0,0
1,NK,IL,10,236,1836,0,0,0
0,NK,IL,9,239,1836,0,0,0
0,NK,IL,9,246,1836,0,0,0
0,NK,IL,9,273,1836,0,0,0
1,NK,IL,9,242,1836,0,0,0
1,NK,IL,9,259,1836,0,0,0
1,NK,IL,10,252,1836,0,0,0
0,NK,IL,9,251,1836,0,0,0
1,NK,IL,9,226,1836,0,0,0
1,NK,IL,17,84,606,0,0,0
0,NK,IL,16,82,606,0,0,0
1,NK,IL,20,82,606,1,0,1
1,NK,IL,17,85,606,1,0,0
1,NK,IL,19,111,606,0,0,0
1,NK,IL,18,81,606,0,0,0
1,NK,IL,17,88,606,0,1,0
1,NK,IL,18,84,606,0,0,1
0,NK,IL,17,82,606,0,0,0
1,NK,IL,17,82,606,0,0,0
1,NK,IL,17,87,606,0,0,0
0,NK,IL,17,88,606,0,0,0
1,NK,IL,17,88,606,0,0,0
1,NK,IL,18,82,606,0,0,0
1,NK,IL,17,105,606,0,0,0
0,NK,IL,16,102,606,0,0,0
0,NK,IL,17,83,606,0,0,0
0,NK,IL,17,84,606,0,0,0
0,NK,IL,17,90,606,0,0,0
1,NK,IL,19,76,606,0,0,0
0,NK,IL,17,93,606,0,0,0
1,NK,IL,17,81,606,0,0,0
0,NK,IL,17,76,606,0,0,0
1,NK,IL,17,81,606,0,0,0
0,NK,IL,17,80,606,0,0,0
1,NK,IL,17,83,606,0,0,0
0,NK,IL,17,84,606,0,0,0
0,NK,IL,16,82,606,0,0,0
0,NK,IL,17,88,606,0,0,0
1,NK,IL,17,95,606,0,0,0
1,NK,IL,18,121,606,0,0,1
0,NK,IL,16,142,1120,0,0,0
0,NK,IL,16,153,1120,0,0,0
1,NK,IL,17,141,1120,0,0,0
0,NK,IL,16,144,1120,0,0,0
1,NK,IL,16,141,1120,0,0,1
1,NK,IL,16,149,1120,0,0,0
0,NK,IL,16,147,1120,0,0,0
0,NK,IL,16,139,1120,0,0,0
1,NK,IL,17,143,1120,0,0,0
1,NK,IL,16,141,1120,0,0,0
1,NK,IL,17,135,1120,1,0,0
1,NK,IL,16,142,1120,0,0,0
0,NK,IL,16,146,1120,0,0,0
0,NK,IL,16,152,1120,0,0,0
0,NK,IL,5,97,733,0,0,0
0,NK,IL,5,97,733,0,0,0
0,NK,IL,5,101,733,0,0,0
0,NK,IL,5,103,733,0,0,0
0,NK,IL,5,102,733,0,0,0
0,NK,IL,5,100,733,0,0,0
0,NK,IL,5,104,733,0,0,0
0,NK,IL,5,100,733,0,0,0
0,NK,IL,5,107,733,0,0,0
0,NK,IL,5,95,733,0,0,0
0,NK,IL,5,93,733,0,0,0
0,NK,IL,5,102,733,0,0,0
0,NK,IL,5,100,733,0,0,0
0,NK,IL,5,98,733,0,0,0
0,NK,IL,5,123,733,0,0,0
0,NK,IL,5,99,733,0,0,0
0,NK,IL,5,111,733,0,0,0
1,NK,IL,5,96,733,0,0,0
0,NK,IL,5,96,733,0,0,0
0,NK,IL,5,101,733,0,0,0
0,NK,IL,5,102,733,0,0,0
0,NK,IL,5,110,733,0,0,0
1,NK,IL,7,120,733,0,0,0
0,NK,IL,5,101,733,0,0,0
0,NK,IL,5,108,733,0,0,0
0,NK,IL,5,94,733,0,0,0
0,NK,IL,5,95,733,0,0,0
0,NK,IL,5,90,733,0,0,0
0,NK,IL,5,92,733,0,0,0
0,NK,IL,5,94,733,0,0,0
0,NK,IL,5,87,733,0,0,0
1,NK,MA,8,142,1121,0,0,0
0,NK,MA,8,145,1121,0,0,0
0,NK,MA,8,145,1121,0,0,0
0,NK,MA,8,142,1121,0,0,0
0,NK,MA,8,141,1121,0,0,0
1,NK,MA,8,145,1121,0,0,0
1,NK,MA,8,155,1121,0,0,0
1,NK,MA,8,145,1121,0,0,0
0,NK,MA,8,149,1121,0,0,0
0,NK,MA,8,150,1121,0,0,0
1,NK,MA,8,154,1121,0,0,0
0,NK,MA,8,140,1121,0,0,0
1,NK,MA,8,142,1121,0,0,0
0,NK,MA,8,145,1121,0,0,0
0,NK,MA,8,145,1121,0,0,0
0,NK,MA,8,147,1121,0,0,0
1,NK,MA,8,145,1121,0,0,0
1,NK,MA,8,157,1121,0,0,0
0,NK,MA,8,182,1121,0,0,0
1,NK,MA,8,,1121,0,0,0
0,NK,MA,8,151,1121,0,0,0
0,NK,MA,8,157,1121,0,0,0
0,NK,MA,8,158,1121,0,0,0
1,NK,MA,8,172,1121,0,0,0
1,NK,MA,9,178,1121,1,0,0
1,NK,MA,8,163,1121,0,0,0
1,NK,MA,9,153,1121,0,0,1
1,NK,MA,8,154,1121,0,0,0
0,NK,MA,8,150,1121,0,0,0
0,NK,MA,8,170,1121,0,0,0
0,NK,MA,8,152,1121,0,0,0
0,NK,IL,15,207,1514,0,0,0
0,NK,IL,15,199,1514,0,0,0
0,NK,IL,15,189,1514,0,0,0
0,NK,IL,15,189,1514,0,0,0
1,NK,IL,15,190,1514,0,0,0
1,NK,IL,15,189,1514,0,0,0
0,NK,IL,15,182,1514,0,0,0
0,NK,IL,15,179,1514,0,0,0
0,NK,IL,15,178,1514,0,0,0
1,NK,IL,15,184,1514,0,0,0
0,NK,IL,15,182,1514,0,0,0
1,NK,IL,15,193,1514,0,0,0
0,NK,IL,15,193,1514,0,0,0
0,NK,IL,15,201,1514,0,0,0
1,NK,IL,15,194,1514,0,0,0
1,NK,IL,15,193,1514,1,0,0
1,NK,IL,15,209,1514,0,0,0
0,NK,IL,15,198,1514,0,0,0
0,NK,IL,15,201,1514,0,0,0
0,NK,IL,15,208,1514,0,0,0
1,NK,IL,15,198,1514,0,0,0
0,NK,IL,15,190,1514,0,0,0
1,NK,IL,15,190,1514,0,0,0
0,NK,IL,15,195,1514,0,0,0
0,NK,IL,15,197,1514,0,0,0
1,NK,IL,15,204,1514,0,0,0
1,NK,IL,15,204,1514,0,0,0
0,NK,IL,15,198,1514,0,0,0
1,NK,IL,15,203,1514,1,0,0
1,NK,IL,15,196,1514,1,0,0
0,NK,IL,15,192,1514,0,0,0
1,NK,IL,20,121,925,1,0,0
1,NK,IL,19,123,925,0,0,0
1,NK,IL,21,135,925,1,0,0
1,NK,IL,19,122,925,0,0,0
1,NK,IL,20,127,925,0,0,0
0,NK,IL,19,124,925,0,0,0
1,NK,IL,20,119,925,1,0,1
0,NK,IL,19,137,925,0,0,0
1,NK,IL,19,125,925,0,0,0
0,NK,IL,19,123,925,0,0,0
1,NK,IL,19,136,925,0,0,0
1,NK,IL,19,124,925,0,0,0
0,NK,IL,19,123,925,0,0,0
1,NK,IL,19,139,925,0,0,0
1,NK,IL,19,121,925,0,0,0
1,NK,IL,21,119,925,0,0,0
0,NK,IL,19,122,925,0,0,0
1,NK,IL,19,120,925,0,0,0
1,NK,IL,19,119,925,1,0,0
1,NK,IL,20,123,925,0,0,1
1,NK,IL,20,114,925,0,0,1
1,NK,IL,19,108,925,0,0,0
0,NK,IL,19,114,925,0,0,0
0,NK,IL,19,124,925,0,0,0
0,NK,IL,19,120,925,0,0,0
1,NK,IL,19,119,925,0,0,1
0,NK,IL,19,123,925,0,0,0
1,NK,IL,19,123,925,0,0,0
0,NK,IL,19,136,925,0,0,0
0,NK,IL,19,129,925,0,0,0
1,NK,IL,21,118,925,1,0,0
0,NK,NJ,11,179,1400,0,0,0
0,NK,NJ,11,178,1400,0,0,0
0,NK,NJ,11,174,1400,0,0,0
0,NK,NJ,12,168,1400,0,0,0
0,NK,NJ,11,168,1400,0,0,0
0,NK,NJ,11,184,1400,0,0,0
0,NK,NJ,11,180,1400,0,0,0
0,NK,NJ,11,177,1400,0,0,0
0,NK,NJ,11,197,1400,0,0,0
1,NK,NJ,12,171,1400,0,0,0
1,NK,NJ,12,180,1400,0,0,0
0,NK,NJ,11,168,1400,0,0,0
0,NK,NJ,11,174,1400,0,0,0
0,NK,NJ,11,174,1400,0,0,0
1,NK,NJ,13,178,1400,0,1,0
0,NK,NJ,11,169,1400,0,0,0
1,NK,NJ,12,179,1400,0,0,0
1,NK,NJ,12,181,1400,0,0,0
0,NK,NJ,11,182,1400,0,0,0
0,NK,NJ,11,184,1400,0,0,0
0,NK,NJ,11,185,1400,0,0,0
0,NK,NJ,11,175,1400,0,0,0
0,NK,NJ,11,175,1400,0,0,0
1,NK,NJ,12,182,1400,0,0,0
0,NK,NJ,11,181,1400,0,0,0
0,NK,NJ,11,175,1400,0,0,0
1,NK,NJ,12,181,1400,0,0,0
1,NK,NJ,12,182,1400,1,0,0
0,NK,NJ,11,181,1400,0,0,0
0,NK,NJ,11,191,1400,0,0,0
0,NK,NJ,11,193,1400,0,0,0
0,NK,IL,8,196,1514,0,0,0
1,NK,IL,9,191,1514,0,0,0
0,NK,IL,8,190,1514,0,0,0
0,NK,IL,8,191,1514,0,0,0
0,NK,IL,8,192,1514,0,0,0
0,NK,IL,8,187,1514,0,0,0
0,NK,IL,8,185,1514,0,0,0
0,NK,IL,8,182,1514,0,0,0
0,NK,IL,8,183,1514,0,0,0
0,NK,IL,8,179,1514,0,0,0
0,NK,IL,8,175,1514,0,0,0
0,NK,IL,8,183,1514,0,0,0
0,NK,IL,8,185,1514,0,0,0
0,NK,IL,8,179,1514,0,0,0
0,NK,IL,8,186,1514,0,0,0
0,NK,IL,8,192,1514,0,0,0
0,NK,IL,8,209,1514,0,0,0
1,NK,IL,8,196,1514,0,0,0
0,NK,IL,8,208,1514,0,0,0
0,NK,IL,8,202,1514,0,0,0
1,NK,IL,8,190,1514,0,0,0
0,NK,IL,8,188,1514,0,0,0
1,NK,IL,8,194,1514,1,0,0
1,NK,IL,9,196,1514,1,0,0
1,NK,IL,8,192,1514,1,0,0
0,NK,IL,8,203,1514,0,0,0
0,NK,IL,8,198,1514,0,0,0
0,NK,IL,8,197,1514,0,0,0
0,NK,IL,8,203,1514,0,0,0
0,NK,IL,8,194,1514,0,0,0
0,NK,IL,8,184,1514,0,0,0
1,NK,IL,7,87,622,0,0,0
0,NK,IL,7,88,622,0,0,0
0,NK,IL,7,93,622,0,0,0
0,NK,IL,7,87,622,0,0,0
0,NK,IL,7,85,622,0,0,0
0,NK,IL,7,86,622,0,0,0
0,NK,IL,7,84,622,0,0,0
0,NK,IL,7,88,622,0,0,0
1,NK,IL,7,89,622,0,0,0
0,NK,IL,7,86,622,0,0,0
0,NK,IL,7,82,622,0,0,0
0,NK,IL,7,86,622,0,0,0
1,NK,IL,7,85,622,1,0,0
0,NK,IL,7,88,622,0,0,0
0,NK,IL,7,90,622,0,0,0
0,NK,IL,7,90,622,0,0,0
0,NK,IL,7,95,622,0,0,0
0,NK,IL,7,83,622,0,0,0
0,NK,IL,7,94,622,0,0,0
0,NK,IL,7,94,622,0,0,0
1,NK,IL,7,91,622,0,0,0
1,NK,IL,7,94,622,0,0,0
0,NK,IL,7,89,622,0,0,0
1,NK,IL,7,110,622,1,0,0
0,NK,IL,7,88,622,0,0,0
1,NK,IL,7,81,622,1,0,0
0,NK,IL,7,83,622,0,0,0
0,NK,IL,7,84,622,0,0,0
0,NK,IL,7,83,622,0,0,0
1,NK,IL,7,87,622,0,0,0
0,NK,IL,7,86,622,0,0,0
0,NK,IL,5,148,1182,0,0,0
0,NK,IL,5,149,1182,0,0,0
0,NK,IL,5,151,1182,0,0,0
0,NK,IL,5,151,1182,0,0,0
0,NK,IL,5,151,1182,0,0,0
0,NK,IL,5,149,1182,0,0,0
0,NK,IL,5,150,1182,0,0,0
0,NK,IL,5,157,1182,0,0,0
0,NK,IL,5,146,1182,0,0,0
0,NK,IL,5,149,1182,0,0,0
0,NK,IL,5,149,1182,0,0,0
0,NK,IL,5,146,1182,0,0,0
0,NK,IL,5,153,1182,0,0,0
1,NK,IL,6,152,1182,1,0,0
0,NK,IL,5,151,1182,0,0,0
0,NK,IL,5,147,1182,0,0,0
0,NK,IL,5,145,1182,0,0,0
1,NK,IL,5,146,1182,0,0,0
0,NK,IL,5,146,1182,0,0,0
0,NK,IL,5,152,1182,0,0,0
1,NK,IL,5,147,1182,1,0,0
0,NK,IL,5,150,1182,0,0,0
0,NK,IL,5,149,1182,0,0,0
1,NK,IL,5,156,1182,0,0,0
0,NK,IL,5,152,1182,0,0,0
0,NK,IL,5,149,1182,0,0,0
0,NK,IL,5,149,1182,0,0,0
0,NK,IL,5,149,1182,0,0,0
0,NK,IL,5,147,1182,0,0,0
0,NK,IL,5,156,1182,0,0,0
0,NK,IL,5,161,1182,0,0,0
0,NK,MA,9,82,563,0,0,0
0,NK,MA,9,84,563,0,0,0
0,NK,MA,9,86,563,0,0,0
0,NK,MA,9,87,563,0,0,0
0,NK,MA,9,92,563,0,0,0
0,NK,MA,9,87,563,0,0,0
0,NK,MA,9,91,563,0,0,0
0,NK,MA,9,79,563,0,0,0
0,NK,MA,9,86,563,0,0,0
0,NK,MA,9,92,563,0,0,0
0,NK,MA,9,85,563,0,0,0
0,NK,MA,9,85,563,0,0,0
0,NK,MA,9,83,563,0,0,0
0,NK,MA,9,86,563,0,0,0
0,NK,MA,9,94,563,0,0,0
0,NK,MA,9,84,563,0,0,0
0,NK,MA,9,96,563,0,0,0
0,NK,MA,9,94,563,0,0,0
0,NK,MA,9,80,563,0,0,0
0,NK,MA,9,85,563,0,0,0
0,NK,MA,9,83,563,0,0,0
1,NK,MA,9,86,563,0,0,0
0,NK,MA,9,102,563,0,0,0
0,NK,MA,9,85,563,0,0,0
0,NK,MA,9,90,563,0,0,0
0,NK,MA,9,87,563,0,0,0
1,NK,MA,9,86,563,0,0,0
0,NK,MA,9,88,563,0,0,0
0,NK,MA,9,88,563,0,0,0
0,NK,MA,9,95,563,0,0,0
0,NK,MA,9,88,563,0,0,0
1,NK,MA,16,152,1121,0,0,0
0,NK,MA,15,148,1121,0,0,0
0,NK,MA,15,147,1121,0,0,0
0,NK,MA,15,145,1121,0,0,0
0,NK,MA,15,143,1121,0,0,0
1,NK,MA,17,152,1121,1,0,0
0,NK,MA,15,155,1121,0,0,0
0,NK,MA,15,146,1121,0,0,0
1,NK,MA,15,147,1121,0,0,0
1,NK,MA,15,146,1121,0,0,0
0,NK,MA,15,148,1121,0,0,0
0,NK,MA,15,149,1121,0,0,0
0,NK,MA,15,145,1121,0,0,0
0,NK,MA,15,148,1121,0,0,0
1,NK,MA,15,145,1121,0,0,0
0,NK,MA,15,143,1121,0,0,0
1,NK,MA,17,178,1121,0,1,0
1,NK,MA,15,162,1121,0,0,0
1,NK,MA,17,164,1121,0,0,0
1,NK,MA,16,196,1121,0,0,1
1,NK,MA,15,155,1121,0,0,0
1,NK,MA,18,148,1121,0,0,0
1,NK,MA,16,151,1121,0,0,0
1,NK,MA,16,175,1121,0,0,0
0,NK,MA,15,177,1121,0,0,0
1,NK,MA,16,190,1121,0,0,0
0,NK,MA,15,186,1121,0,0,0
0,NK,MA,15,158,1121,0,0,0
1,NK,MA,15,171,1121,0,0,0
0,NK,MA,15,150,1121,0,0,0
1,NK,IL,17,148,1182,0,0,0
1,NK,IL,16,157,1182,0,0,0
0,NK,IL,16,158,1182,0,0,0
0,NK,IL,16,158,1182,0,0,0
1,NK,IL,23,146,1182,1,0,0
1,NK,IL,17,150,1182,0,0,0
0,NK,IL,16,165,1182,0,0,0
0,NK,IL,16,148,1182,0,0,0
0,NK,IL,16,151,1182,0,0,0
0,NK,IL,16,153,1182,0,0,0
0,NK,IL,16,152,1182,0,0,0
0,NK,IL,16,159,1182,0,0,0
0,NK,IL,16,168,1182,0,0,0
0,NK,IL,16,160,1182,0,0,0
1,NK,IL,16,162,1182,0,0,0
1,NK,IL,16,153,1182,1,0,0
1,NK,IL,17,150,1182,0,0,0
0,NK,IL,16,145,1182,0,0,0
1,NK,IL,18,150,1182,0,0,0
1,NK,IL,17,148,1182,0,0,1
1,NK,IL,17,153,1182,0,0,1
0,NK,IL,16,150,1182,0,0,0
1,NK,IL,17,152,1182,0,0,1
0,NK,IL,16,158,1182,0,0,0
0,NK,IL,16,148,1182,0,0,0
1,NK,IL,17,171,1182,0,0,0
0,NK,IL,16,152,1182,0,0,0
0,NK,IL,16,152,1182,0,0,0
1,NK,IL,16,158,1182,0,0,0
1,NK,IL,17,157,1182,0,0,1
0,NK,IL,16,176,1182,0,0,0
1,NK,IL,23,244,1721,1,0,0
0,NK,IL,20,238,1721,0,0,0
0,NK,IL,20,226,1721,0,0,0
0,NK,IL,20,231,1721,0,0,0
1,NK,IL,21,221,1721,0,0,0
1,NK,IL,20,222,1721,0,0,0
0,NK,IL,20,230,1721,0,0,0
0,NK,IL,20,237,1721,0,0,0
1,NK,IL,20,234,1721,0,0,0
0,NK,IL,20,237,1721,0,0,0
1,NK,IL,21,225,1721,0,0,1
1,NK,IL,20,236,1721,0,0,0
1,NK,IL,20,235,1721,0,0,0
1,NK,IL,22,233,1721,0,0,0
1,NK,IL,22,232,1721,0,0,1
1,NK,IL,21,224,1721,0,0,1
1,NK,IL,21,223,1721,1,0,1
0,NK,IL,20,232,1721,0,0,0
0,NK,IL,20,226,1721,0,0,0
1,NK,IL,22,239,1721,0,0,0
0,NK,IL,20,237,1721,0,0,0
0,NK,IL,20,238,1721,0,0,0
0,NK,IL,20,241,1721,0,0,0
1,NK,IL,21,243,1721,0,0,1
1,NK,IL,20,248,1721,0,0,0
1,NK,IL,20,235,1721,0,0,0
1,NK,IL,20,233,1721,0,0,1
0,NK,IL,20,231,1721,0,0,0
1,NK,IL,20,226,1721,0,0,0
1,NK,IL,21,209,1721,0,0,1
1,NK,IL,21,228,1721,0,0,0
1,NK,IL,7,147,1182,0,0,0
0,NK,IL,7,152,1182,0,0,0
0,NK,IL,7,148,1182,0,0,0
0,NK,IL,7,153,1182,0,0,0
0,NK,IL,7,151,1182,0,0,0
0,NK,IL,7,151,1182,0,0,0
0,NK,IL,7,153,1182,0,0,0
0,NK,IL,7,156,1182,0,0,0
1,NK,IL,7,147,1182,0,0,0
0,NK,IL,7,150,1182,0,0,0
0,NK,IL,7,149,1182,0,0,0
0,NK,IL,7,150,1182,0,0,0
1,NK,IL,7,151,1182,0,0,0
1,NK,IL,8,152,1182,0,0,1
0,NK,IL,7,150,1182,0,0,0
1,NK,IL,7,153,1182,0,0,0
0,NK,IL,7,145,1182,0,0,0
0,NK,IL,7,147,1182,0,0,0
1,NK,IL,7,158,1182,0,0,0
1,NK,IL,8,157,1182,1,0,0
1,NK,IL,8,163,1182,1,0,0
1,NK,IL,7,155,1182,0,0,0
1,NK,IL,8,152,1182,1,0,0
1,NK,IL,8,160,1182,0,0,1
0,NK,IL,7,158,1182,0,0,0
1,NK,IL,8,152,1182,0,0,0
0,NK,IL,7,148,1182,0,0,0
1,NK,IL,7,144,1182,0,0,0
1,NK,IL,7,158,1182,0,0,0
0,NK,IL,7,148,1182,0,0,0
1,NK,IL,7,156,1182,0,0,0
0,NK,IL,9,133,1005,0,0,0
1,NK,IL,9,128,1005,0,0,0
1,NK,IL,9,135,1005,0,0,0
1,NK,IL,9,146,1005,0,0,0
0,NK,IL,9,131,1005,0,0,0
0,NK,IL,9,126,1005,0,0,0
1,NK,IL,11,132,1005,0,0,0
0,NK,IL,9,132,1005,0,0,0
0,NK,IL,9,132,1005,0,0,0
0,NK,IL,9,128,1005,0,0,0
1,NK,IL,9,128,1005,0,0,0
0,NK,IL,9,129,1005,0,0,0
0,NK,IL,9,131,1005,0,0,0
0,NK,IL,9,141,1005,0,0,0
0,NK,IL,9,134,1005,0,0,0
0,NK,IL,9,126,1005,0,0,0
0,NK,IL,9,137,1005,0,0,0
0,NK,IL,9,128,1005,0,0,0
1,NK,IL,10,171,1005,0,0,0
1,NK,IL,10,130,1005,0,0,0
0,NK,IL,9,122,1005,0,0,0
0,NK,IL,9,129,1005,0,0,0
0,NK,IL,9,122,1005,0,0,0
1,NK,IL,9,127,1005,0,0,0
0,NK,IL,9,131,1005,0,0,0
0,NK,IL,9,123,1005,0,0,0
0,NK,IL,9,125,1005,0,0,0
0,NK,IL,9,124,1005,0,0,0
0,NK,IL,9,129,1005,0,0,0
0,NK,IL,9,124,1005,0,0,0
1,NK,IL,10,165,1005,0,0,0
1,NK,IL,23,79,622,1,0,0
0,NK,IL,21,78,622,0,0,0
1,NK,IL,8,89,622,1,0,0
0,NK,IL,21,85,622,0,0,0
0,NK,IL,21,76,622,0,0,0
0,NK,IL,21,81,622,0,0,0
1,NK,IL,22,82,622,1,0,1
1,NK,IL,21,85,622,1,0,0
0,NK,IL,21,81,622,0,0,0
0,NK,IL,21,79,622,0,0,0
0,NK,IL,21,80,622,0,0,0
1,NK,IL,21,78,622,0,0,0
1,NK,IL,22,79,622,1,0,1
0,NK,IL,21,82,622,0,0,0
0,NK,IL,21,86,622,0,0,0
0,NK,IL,21,82,622,0,0,0
1,NK,IL,21,82,622,0,0,0
1,NK,IL,21,81,622,0,0,0
1,NK,IL,22,80,622,0,0,0
1,NK,IL,22,89,622,0,0,1
1,NK,IL,22,94,622,0,0,0
1,NK,IL,21,81,622,0,0,0
0,NK,IL,21,82,622,0,0,0
0,NK,IL,21,87,622,0,0,0
0,NK,IL,21,84,622,0,0,0
0,NK,IL,21,80,622,0,0,0
0,NK,IL,21,79,622,0,0,0
1,NK,IL,21,83,622,0,0,0
1,NK,IL,21,79,622,0,0,0
1,NK,IL,22,80,622,0,0,1
1,UA,NJ,16,206,1605,0,0,0
1,UA,NJ,15,202,1605,1,0,1
1,UA,IL,20,99,733,1,0,1
0,UA,NJ,9,311,2434,0,0,0
1,UA,NJ,20,315,2500,1,0,1
1,UA,NJ,9,90,631,1,0,1
1,UA,MA,18,354,2704,1,0,1
0,UA,NJ,13,219,1569,0,0,0
0,UA,IL,8,192,1514,0,0,0
0,UA,MA,10,48,200,0,0,0
0,UA,NJ,14,311,2454,0,0,0
0,UA,NJ,19,264,1969,0,0,0
0,UA,IL,12,214,1723,0,0,0
0,UA,IL,6,125,802,0,0,0
0,UA,NJ,22,75,416,0,0,0
1,UA,NJ,22,41,284,0,0,0
0,UA,NJ,15,55,319,0,0,0
0,UA,NJ,14,177,1167,0,0,0
0,UA,NJ,21,281,2227,0,0,0
0,UA,NJ,11,153,1065,0,0,0
1,UA,NJ,6,193,1372,1,0,0
1,UA,NJ,6,96,628,0,0,0
0,UA,NJ,20,44,200,0,0,0
0,UA,NJ,15,38,200,0,0,0
